,S/N,Joined Proctor on,Bootcamp,Score,% Score,% Completed,M1-S1 Correct,M1-S1 Wrong,M1-S1 Tries,M1-S2 Tries,M2-S1 Correct,M2-S1 Wrong,M2-S1 Tries,M2-S2 Tries,M3-S1 Correct,M3-S1 Wrong,M3-S1 Tries,M3-S2 Tries,M4-S1 Correct,M4-S1 Wrong,M4-S1 Tries,M4-S2 Tries,M5-S1 Correct,M5-S1 Wrong,M5-S1 Tries,M5-S2 Tries,M6-S1 Correct,M6-S1 Wrong,M6-S1 Tries,M6-S2 Tries,M7-S1 Correct,M7-S1 Wrong,M7-S1 Tries,M7-S2 Tries,M8-S1 Correct,M8-S1 Wrong,M8-S1 Tries,M8-S2 Tries,M9-S1 Correct,M9-S1 Wrong,M9-S1 Tries,M9-S2 Tries,M10-S1 Correct,M10-S1 Wrong,M10-S1 Tries,M10-S2 Tries
329,4315,2015-12-29,0,189,0.945,100,6,0,0,0,8,2,2,0,0,0,0,1,16,0,0,1,4,0,0,1,4,0,0,1,4,2,2,0,10,0,0,0,19,0,0,0,41,2,2,1
330,4316,2015-12-29,0,158,0.79,100,4,2,2,0,4,6,6,0,0,3,3,1,11,5,5,1,3,1,1,1,3,1,0,1,3,3,3,0,4,6,6,0,14,5,5,0,38,5,5,1
331,4341,2015-12-29,0,162,0.81,100,3,3,3,0,4,6,6,0,0,3,3,1,13,3,3,1,4,0,0,1,4,0,0,1,5,1,1,0,6,4,4,0,14,5,5,0,35,8,8,1
332,4342,2015-12-29,0,163,0.815,100,5,1,1,0,7,3,3,0,0,1,1,10,15,1,1,1,3,1,1,2,4,0,0,1,4,2,2,0,8,2,2,0,16,3,3,0,35,8,8,1
333,4343,2015-12-29,0,162,0.81,100,5,1,1,0,9,1,1,0,0,4,4,1,13,3,3,2,3,1,1,2,4,0,0,1,4,2,2,0,4,6,6,0,18,1,1,0,31,12,12,1
334,4344,2015-12-29,0,185,0.925,100,6,0,0,0,9,1,1,0,0,1,1,1,14,2,2,1,4,0,0,1,4,0,0,1,6,0,0,0,9,1,1,0,17,2,2,0,40,3,3,1
335,4345,2015-12-29,0,180,0.9,100,6,0,0,0,8,2,2,0,0,2,2,1,16,0,0,1,4,0,0,1,4,0,0,1,5,1,1,0,10,0,0,0,17,2,2,0,35,8,8,1
336,4346,2015-12-29,0,173,0.865,100,5,1,1,0,7,3,3,0,0,1,1,1,14,2,2,1,4,0,0,1,4,0,0,1,3,3,3,0,6,4,4,0,17,2,2,0,37,6,6,1
337,4347,2015-12-29,0,178,0.89,100,6,0,0,0,9,1,1,0,0,3,3,1,15,1,1,1,4,0,0,1,3,1,0,1,4,2,2,0,7,3,3,0,15,4,4,0,41,2,2,1
338,4348,2015-12-29,0,80,0.4,100,2,4,4,0,5,5,5,0,0,3,3,13,12,4,4,7,3,1,1,63,2,2,0,1,4,2,2,0,7,3,3,0,17,2,2,0,34,9,9,1
339,4349,2015-12-29,0,160,0.8,100,3,3,3,0,5,5,5,0,0,6,6,2,13,3,3,1,3,1,1,3,4,0,0,1,3,3,3,0,8,2,2,0,13,6,6,0,40,3,3,1
340,4350,2015-12-29,0,185,0.925,100,5,1,1,0,8,2,2,0,0,2,2,1,15,1,1,1,4,0,0,1,4,0,0,1,6,0,0,0,9,1,1,0,18,1,1,0,41,2,2,1
341,4351,2015-12-29,0,184,0.92,100,5,1,1,0,6,4,4,0,0,2,2,1,16,0,0,1,4,0,0,1,4,0,0,1,5,1,1,0,10,0,0,0,19,0,0,0,40,3,3,1
342,4352,2015-12-29,0,134,0.67,100,4,2,2,0,7,3,3,0,0,2,2,3,13,3,3,2,4,0,0,27,4,0,0,1,4,2,2,0,7,3,3,0,12,7,7,0,33,10,10,1
343,4353,2015-12-29,0,173,0.865,100,3,3,3,0,7,3,3,0,0,2,2,1,16,0,0,1,4,0,0,10,4,0,0,2,6,0,0,0,10,0,0,0,18,1,1,0,40,3,3,1
344,4354,2015-12-29,0,176,0.88,100,5,1,1,0,7,3,3,0,0,2,2,1,14,2,2,1,2,2,2,1,4,0,0,1,5,1,1,0,10,0,0,0,18,1,1,0,36,7,7,1
345,4355,2015-12-29,1,187,0.935,100,5,1,1,0,7,3,3,0,0,0,0,1,15,1,1,1,4,0,0,1,4,0,0,1,5,1,1,0,10,0,0,0,19,0,0,0,41,2,2,1
346,4356,2015-12-29,1,163,0.815,100,5,1,1,0,7,3,3,0,0,3,3,2,13,3,3,1,4,0,0,8,4,0,0,1,3,3,3,0,10,0,0,0,14,5,5,0,37,6,6,1
347,4357,2015-12-29,0,167,0.835,100,5,1,1,0,7,3,3,0,0,3,3,4,15,1,1,1,4,0,0,5,4,0,0,1,6,0,0,0,7,3,3,0,16,3,3,0,36,7,7,1
348,4358,2015-12-29,0,170,0.85,100,6,0,0,0,9,1,1,0,0,3,3,1,15,1,1,1,4,0,0,14,3,1,0,1,6,0,0,0,9,1,1,0,19,0,0,0,38,5,5,1
349,4359,2016-01-04,0,142,0.71,100,4,2,2,0,7,3,3,0,0,3,3,3,14,2,2,1,4,0,0,16,4,0,0,1,4,2,2,0,8,2,2,0,16,3,3,0,24,19,19,1
350,4360,2015-12-29,0,156,0.78,100,3,3,3,0,8,2,2,0,0,0,0,1,13,3,3,1,4,0,0,11,4,0,0,1,5,1,1,0,7,3,3,0,17,2,2,0,28,15,15,1
351,4362,2015-12-29,0,153,0.765,100,5,1,1,0,4,6,6,0,0,4,4,1,13,3,3,1,4,0,0,2,3,1,0,1,2,4,4,0,7,3,3,0,16,3,3,0,27,16,16,1
352,4363,2015-12-29,0,172,0.86,100,6,0,0,0,6,4,4,0,0,0,0,1,14,2,2,2,4,0,0,1,4,0,0,1,5,1,1,0,10,0,0,0,16,3,3,0,31,12,12,1
353,4364,2015-12-29,1,154,0.77,100,5,1,1,0,8,2,2,0,0,3,3,1,15,1,1,1,4,0,0,1,2,2,0,1,4,2,2,0,9,1,1,0,17,2,2,0,16,27,27,1
354,4365,2015-12-29,0,160,0.8,100,2,4,4,0,8,2,2,0,0,3,3,1,14,2,2,1,3,1,1,3,4,0,0,1,1,5,5,0,7,3,3,0,11,8,8,0,38,5,5,1
355,4719,2016-02-22,0,171,0.855,100,4,2,2,0,7,3,3,0,0,2,2,1,12,4,4,1,3,1,1,1,4,0,0,1,3,3,3,0,7,3,3,0,17,2,2,0,39,4,4,1
356,4767,2016-02-22,0,139,0.695,100,4,2,2,0,4,6,6,0,0,3,3,1,13,3,3,1,2,2,2,20,4,0,0,1,5,1,1,0,6,4,4,0,13,6,6,0,33,10,10,1
357,4931,2016-02-25,0,159,0.795,100,4,2,2,0,8,2,2,0,0,3,3,1,15,1,1,1,3,1,1,1,3,1,0,1,3,3,3,0,8,2,2,0,16,3,3,0,25,18,18,1
358,4932,2016-02-22,0,182,0.91,100,6,0,0,0,7,3,3,0,0,2,2,1,16,0,0,1,3,1,1,1,4,0,0,1,4,2,2,0,10,0,0,0,18,1,1,0,39,4,4,1
359,4933,2016-02-22,0,151,0.755,100,4,2,2,0,7,3,3,0,0,1,1,2,10,6,6,1,4,0,0,25,4,0,0,1,6,0,0,0,9,1,1,0,15,4,4,0,41,2,2,1
360,4934,2016-03-01,0,166,0.83,100,5,1,1,0,8,2,2,0,0,4,4,1,16,0,0,1,3,1,1,8,4,0,0,1,4,2,2,0,7,3,3,0,16,3,3,0,38,5,5,2
361,4935,2016-02-22,0,173,0.865,100,3,3,3,0,8,2,2,0,0,1,1,1,12,4,4,1,4,0,0,7,4,0,0,1,5,1,1,0,9,1,1,0,18,1,1,0,40,3,3,1
362,4937,2016-02-22,0,146,0.73,100,5,1,1,0,6,4,4,0,0,1,1,2,9,7,7,4,4,0,0,19,4,0,0,1,2,4,4,0,7,3,3,0,16,3,3,0,39,4,4,1
363,4938,2016-02-22,1,181,0.905,100,6,0,0,0,8,2,2,0,0,3,3,4,16,0,0,1,4,0,0,4,4,0,0,1,6,0,0,0,10,0,0,0,17,2,2,0,42,1,1,1
364,4940,2016-02-25,0,179,0.895,100,4,2,2,0,9,1,1,0,0,2,2,1,14,2,2,1,4,0,0,1,4,0,0,1,6,0,0,0,6,4,4,0,17,2,2,0,40,3,3,1
365,4946,2016-02-22,0,178,0.89,100,6,0,0,0,7,3,3,0,0,4,4,1,15,1,1,1,4,0,0,1,4,0,0,1,4,2,2,0,9,1,1,0,19,0,0,0,37,6,6,1
366,4948,2016-03-08,0,175,0.875,100,3,3,3,0,9,1,1,0,0,2,2,1,13,3,3,1,4,0,0,2,4,0,0,1,5,1,1,0,8,2,2,0,16,3,3,0,39,4,4,1
367,4950,2016-02-22,1,179,0.895,100,3,3,3,0,9,1,1,0,0,4,4,1,15,1,1,1,4,0,0,1,4,0,0,1,4,2,2,0,8,2,2,0,19,0,0,0,40,3,3,1
368,4951,2016-02-25,0,165,0.825,100,2,4,4,0,4,6,6,0,0,4,4,1,11,5,5,2,3,1,1,2,3,1,0,1,5,1,1,0,8,2,2,0,17,2,2,0,41,2,2,1
369,4952,2016-02-22,0,189,0.945,100,6,0,0,0,8,2,2,0,0,0,0,1,14,2,2,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,19,0,0,0,41,2,2,1
370,4954,2016-03-08,0,174,0.87,100,5,1,1,0,5,5,5,0,0,3,3,1,13,3,3,1,2,2,2,3,4,0,0,1,5,1,1,0,9,1,1,0,18,1,1,0,41,2,2,1
371,4955,2016-02-22,0,172,0.86,100,4,2,2,0,8,2,2,0,0,3,3,1,13,3,3,1,4,0,0,1,3,1,0,1,5,1,1,0,7,3,3,0,16,3,3,0,38,5,5,1
372,4956,2016-02-22,0,164,0.82,100,5,1,1,0,9,1,1,0,0,3,3,4,12,4,4,1,4,0,0,1,4,0,0,2,5,1,1,0,9,1,1,0,14,5,5,0,36,7,7,5
373,4957,2016-02-22,0,174,0.87,100,6,0,0,0,7,3,3,0,0,3,3,1,13,3,3,1,4,0,0,1,3,1,0,1,5,1,1,0,7,3,3,0,16,3,3,0,39,4,4,1
374,4958,2016-02-22,0,176,0.88,100,6,0,0,0,8,2,2,0,0,3,3,1,14,2,2,1,3,1,1,1,4,0,0,1,3,3,3,0,10,0,0,0,19,0,0,0,36,7,7,2
375,4962,2016-02-22,0,184,0.92,100,4,2,2,0,9,1,1,0,0,0,0,2,15,1,1,1,4,0,0,1,3,1,0,1,6,0,0,0,9,1,1,0,17,2,2,0,41,2,2,1
376,4965,2016-02-19,0,157,0.785,100,5,1,1,0,8,2,2,0,0,3,3,1,14,2,2,1,4,0,0,14,4,0,0,1,5,1,1,0,5,5,5,0,17,2,2,0,34,9,9,1
377,4966,2016-02-25,0,179,0.895,100,6,0,0,0,6,4,4,0,0,1,1,1,14,2,2,1,4,0,0,1,4,0,0,1,6,0,0,0,7,3,3,0,17,2,2,0,39,4,4,1
378,4969,2016-02-25,1,182,0.91,100,6,0,0,0,7,3,3,0,0,4,4,1,15,1,1,1,4,0,0,1,3,1,0,1,5,1,1,0,9,1,1,0,18,1,1,0,42,1,1,1
379,4994,2016-03-11,1,187,0.935,100,6,0,0,0,9,1,1,0,0,1,1,1,15,1,1,3,4,0,0,1,4,0,0,2,6,0,0,0,10,0,0,0,18,1,1,0,42,1,1,1
380,5006,2016-02-22,1,161,0.805,100,6,0,0,0,8,2,2,0,0,3,3,1,13,3,3,1,4,0,0,13,4,0,0,1,6,0,0,0,7,3,3,0,17,2,2,0,34,9,9,1
381,5007,2016-02-22,0,177,0.885,100,6,0,0,0,9,1,1,0,0,3,3,1,14,2,2,7,4,0,0,2,4,0,0,1,6,0,0,0,9,1,1,0,17,2,2,0,41,2,2,1
382,5010,2016-02-25,0,188,0.94,100,5,1,1,0,10,0,0,0,0,1,1,1,16,0,0,1,4,0,0,1,3,1,0,1,5,1,1,0,8,2,2,0,18,1,1,0,43,0,0,1
383,5012,2016-02-22,1,149,0.745,100,4,2,2,0,7,3,3,0,0,3,3,1,13,3,3,1,4,0,0,10,2,2,0,1,4,2,2,0,5,5,5,0,18,1,1,0,27,16,16,1
384,5017,2016-02-25,0,164,0.82,100,4,2,2,0,8,2,2,0,0,2,2,1,15,1,1,1,4,0,0,4,4,0,0,1,3,3,3,0,6,4,4,0,14,5,5,0,34,9,9,1
385,5021,2016-02-22,0,181,0.905,100,4,2,2,0,8,2,2,0,0,3,3,1,15,1,1,1,4,0,0,1,4,0,0,1,5,1,1,0,10,0,0,0,19,0,0,0,38,5,5,1
386,5023,2016-02-25,0,169,0.845,100,5,1,1,0,8,2,2,0,0,2,2,1,13,3,3,6,4,0,0,1,4,0,0,2,5,1,1,0,7,3,3,0,18,1,1,0,36,7,7,1
387,5029,2016-02-22,0,187,0.935,100,6,0,0,0,7,3,3,0,0,1,1,1,16,0,0,1,4,0,0,1,3,1,0,1,6,0,0,0,10,0,0,0,18,1,1,0,41,2,2,1
388,5033,2016-02-22,0,166,0.83,100,4,2,2,0,4,6,6,0,0,2,2,1,13,3,3,1,4,0,0,1,3,1,0,1,5,1,1,0,5,5,5,0,16,3,3,0,37,6,6,1
389,5035,2016-02-22,0,128,0.64,100,3,3,3,0,7,3,3,0,0,1,1,1,10,6,6,2,3,1,1,30,4,0,0,1,4,2,2,0,7,3,3,0,15,4,4,0,29,14,14,1
390,5036,2016-02-22,0,177,0.885,100,4,2,2,0,8,2,2,0,0,3,3,1,11,5,5,1,4,0,0,2,4,0,0,1,4,2,2,0,9,1,1,0,18,1,1,0,42,1,1,1
391,5037,2016-02-25,0,182,0.91,100,6,0,0,0,9,1,1,0,0,0,0,1,13,3,3,1,4,0,0,4,4,0,0,1,5,1,1,0,9,1,1,0,18,1,1,0,40,3,3,1
392,5039,2016-02-22,0,175,0.875,100,5,1,1,0,6,4,4,0,0,1,1,2,15,1,1,1,4,0,0,1,3,1,0,1,4,2,2,0,8,2,2,0,16,3,3,0,39,4,4,1
393,5041,2016-02-25,1,184,0.92,100,5,1,1,0,7,3,3,0,0,2,2,1,16,0,0,1,3,1,1,1,4,0,0,1,3,3,3,0,10,0,0,0,19,0,0,0,42,1,1,1
394,5053,2016-02-22,0,179,0.895,100,5,1,1,0,9,1,1,0,0,3,3,2,15,1,1,1,4,0,0,1,4,0,0,1,5,1,1,0,8,2,2,0,19,0,0,0,39,4,4,3
395,5059,2016-03-08,0,151,0.755,100,4,2,2,0,7,3,3,0,0,4,4,1,0,0,4,7,4,0,0,1,4,0,0,1,4,2,2,0,8,2,2,0,15,4,4,0,26,17,17,1
396,5060,2016-02-22,0,175,0.875,100,6,0,0,0,9,1,1,0,0,1,1,1,15,1,1,1,4,0,0,2,4,0,0,1,5,1,1,0,9,1,1,0,12,7,7,0,36,7,7,1
397,5061,2016-02-25,1,181,0.905,100,6,0,0,0,8,2,2,0,0,0,0,1,15,1,1,1,4,0,0,1,4,0,0,1,4,2,2,0,10,0,0,0,17,2,2,0,36,7,7,1
398,5065,2016-02-25,1,185,0.925,100,5,1,1,0,7,3,3,0,0,0,0,1,14,2,2,1,4,0,0,1,3,1,0,1,6,0,0,0,10,0,0,0,17,2,2,0,42,1,1,1
399,5088,2016-03-17,0,168,0.84,100,5,1,1,0,8,2,2,0,0,2,2,2,12,4,4,1,4,0,0,10,4,0,0,1,4,2,2,0,9,1,1,0,15,4,4,0,42,1,1,1
400,5135,2016-03-17,0,168,0.84,100,5,1,1,0,7,3,3,0,0,3,3,1,15,1,1,1,4,0,0,10,4,0,0,1,4,2,2,0,7,3,3,0,18,1,1,0,39,4,4,1
401,5141,2016-03-08,0,191,0.955,100,6,0,0,0,8,2,2,0,0,1,1,1,15,1,1,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,19,0,0,0,43,0,0,1
402,5144,2016-02-22,0,164,0.82,100,3,3,3,0,9,1,1,0,0,0,0,2,13,3,3,1,4,0,0,1,4,0,0,1,5,1,1,0,6,4,4,0,16,3,3,0,28,15,15,1
403,5149,2016-02-25,0,173,0.865,100,5,1,1,0,7,3,3,0,0,0,0,1,15,1,1,1,4,0,0,6,3,1,0,1,3,3,3,0,9,1,1,0,16,3,3,0,39,4,4,1
404,5150,2016-02-22,0,124,0.62,100,4,2,2,0,5,5,5,0,0,4,4,10,13,3,3,11,4,0,0,13,4,0,0,1,6,0,0,0,8,2,2,0,16,3,3,0,37,6,6,16
405,5152,2016-03-01,0,148,0.74,100,5,1,1,0,8,2,2,0,0,4,4,1,15,1,1,3,4,0,0,5,4,0,0,25,3,3,3,0,9,1,1,0,19,0,0,0,38,5,5,1
406,5153,2016-03-08,0,180,0.9,100,6,0,0,0,8,2,2,0,0,3,3,1,15,1,1,1,4,0,0,4,4,0,0,1,4,2,2,0,9,1,1,0,19,0,0,0,40,3,3,1
407,5158,2016-03-22,1,174,0.87,100,4,2,2,0,6,4,4,0,0,3,3,3,15,1,1,1,4,0,0,1,4,0,0,1,4,2,2,0,8,2,2,0,18,1,1,0,39,4,4,1
408,5161,2016-03-17,1,173,0.865,100,2,4,4,0,8,2,2,0,0,3,3,2,13,3,3,1,4,0,0,1,4,0,0,1,2,4,4,0,9,1,1,0,18,1,1,0,40,3,3,1
409,5162,2016-02-22,1,173,0.865,100,4,2,2,0,8,2,2,0,0,0,0,1,10,6,6,1,4,0,0,2,4,0,0,2,5,1,1,0,9,1,1,0,16,3,3,0,38,5,5,1
410,5163,2016-03-17,1,184,0.92,100,6,0,0,0,7,3,3,0,0,0,0,1,15,1,1,2,4,0,0,1,4,0,0,1,4,2,2,0,10,0,0,0,19,0,0,0,40,3,3,2
411,5165,2016-03-17,0,142,0.71,100,6,0,0,0,7,3,3,0,0,4,4,1,13,3,3,1,4,0,0,21,3,1,0,1,4,2,2,0,8,2,2,0,14,5,5,0,31,12,12,2
412,5166,2016-03-01,1,188,0.94,100,5,1,1,0,10,0,0,0,0,1,1,1,15,1,1,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,18,1,1,0,40,3,3,1
413,5172,2016-03-11,0,178,0.89,100,5,1,1,0,9,1,1,0,0,4,4,2,14,2,2,1,4,0,0,7,3,1,0,1,5,1,1,0,10,0,0,0,19,0,0,0,43,0,0,1
414,5179,2016-02-22,1,182,0.91,100,6,0,0,0,7,3,3,0,0,3,3,1,15,1,1,1,4,0,0,3,4,0,0,1,4,2,2,0,10,0,0,0,19,0,0,0,41,2,2,1
415,5183,2016-03-17,0,184,0.92,100,6,0,0,0,8,2,2,0,0,3,3,1,15,1,1,1,4,0,0,1,3,1,0,1,6,0,0,0,8,2,2,0,19,0,0,0,41,2,2,1
416,5184,2016-03-20,1,143,0.715,100,6,0,0,0,6,4,4,0,0,4,4,2,12,4,4,3,4,0,0,26,3,1,0,1,2,4,4,0,10,0,0,0,18,1,1,0,37,6,6,1
417,5188,2016-03-30,1,163,0.815,100,6,0,0,0,6,4,4,0,0,2,2,1,14,2,2,4,4,0,0,8,4,0,0,1,5,1,1,0,6,4,4,0,14,5,5,0,39,4,4,1
418,5189,2016-03-17,0,156,0.78,100,6,0,0,0,4,6,6,0,0,4,4,1,14,2,2,2,4,0,0,16,3,1,0,1,6,0,0,0,9,1,1,0,18,1,1,0,38,5,5,4
419,5191,2016-02-22,0,129,0.645,100,4,2,2,0,7,3,3,0,0,4,4,1,8,8,8,1,2,2,2,1,3,1,0,1,3,3,3,0,0,10,10,0,13,6,6,0,16,27,27,1
420,5194,2016-02-25,0,171,0.855,100,2,4,4,0,5,5,5,0,0,4,4,1,0,0,1,1,3,1,1,7,3,1,0,1,5,1,1,0,10,0,0,0,18,1,1,0,43,0,0,1
421,5196,2016-02-22,0,174,0.87,100,5,1,1,0,8,2,2,0,0,4,4,1,16,0,0,3,4,0,0,1,4,0,0,1,4,2,2,0,9,1,1,0,18,1,1,0,35,8,8,1
422,5199,2016-03-20,0,161,0.805,100,6,0,0,0,9,1,1,0,0,2,2,1,16,0,0,1,4,0,0,22,4,0,0,1,6,0,0,0,6,4,4,0,18,1,1,0,39,4,4,2
423,5203,2016-02-25,0,132,0.66,100,3,3,3,0,6,4,4,0,0,4,4,12,15,1,1,5,4,0,0,30,4,0,0,1,4,2,2,0,10,0,0,0,18,1,1,0,39,4,4,1
424,5209,2016-03-08,0,166,0.83,100,4,2,2,0,8,2,2,0,0,1,1,1,15,1,1,1,4,0,0,5,4,0,0,3,5,1,1,0,6,4,4,0,18,1,1,0,39,4,4,8
425,5211,2016-02-22,1,192,0.96,100,6,0,0,0,9,1,1,0,0,0,0,1,16,0,0,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,18,1,1,0,42,1,1,1
426,5217,2016-03-29,0,153,0.765,100,5,1,1,0,6,4,4,0,0,2,2,1,13,3,3,1,3,1,1,8,2,2,0,1,2,4,4,0,8,2,2,0,15,4,4,0,31,12,12,1
427,5224,2016-03-01,0,186,0.93,100,5,1,1,0,8,2,2,0,0,0,0,1,15,1,1,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,16,3,3,0,41,2,2,1
428,5225,2016-03-17,0,184,0.92,100,5,1,1,0,9,1,1,0,0,1,1,1,14,2,2,1,4,0,0,2,4,0,0,1,6,0,0,0,9,1,1,0,18,1,1,0,40,3,3,1
429,5230,2016-03-08,1,184,0.92,100,5,1,1,0,8,2,2,0,0,0,0,1,14,2,2,2,4,0,0,1,4,0,0,2,5,1,1,0,10,0,0,0,19,0,0,0,40,3,3,1
430,5231,2016-02-25,0,171,0.855,100,4,2,2,0,7,3,3,0,0,4,4,1,15,1,1,1,4,0,0,3,3,1,0,2,5,1,1,0,8,2,2,0,16,3,3,0,41,2,2,3
431,5235,2016-02-22,0,151,0.755,100,3,3,3,0,4,6,6,0,0,2,2,2,11,5,5,1,4,0,0,2,4,0,0,1,1,5,5,0,7,3,3,0,16,3,3,0,28,15,15,1
432,5237,2016-03-17,0,176,0.88,100,5,1,1,0,8,2,2,0,0,2,2,1,15,1,1,3,4,0,0,5,3,1,0,1,6,0,0,0,10,0,0,0,17,2,2,0,39,4,4,1
433,5242,2016-03-08,0,169,0.845,100,5,1,1,0,6,4,4,0,0,2,2,1,15,1,1,1,4,0,0,5,3,1,0,1,3,3,3,0,7,3,3,0,16,3,3,0,39,4,4,1
434,5247,2016-02-22,1,181,0.905,100,4,2,2,0,9,1,1,0,0,3,3,2,15,1,1,1,4,0,0,1,4,0,0,1,5,1,1,0,8,2,2,0,18,1,1,0,41,2,2,1
435,5253,2016-03-29,1,185,0.925,100,6,0,0,0,9,1,1,0,0,2,2,3,15,1,1,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,18,1,1,0,40,3,3,1
436,5256,2016-03-17,0,169,0.845,100,5,1,1,0,6,4,4,0,0,0,0,1,13,3,3,1,4,0,0,1,4,0,0,1,1,5,5,0,9,1,1,0,14,5,5,0,36,7,7,1
437,5260,2016-03-17,0,151,0.755,100,3,3,3,0,7,3,3,0,0,4,4,2,7,9,9,2,3,1,1,2,4,0,0,2,3,3,3,0,6,4,4,0,12,7,7,0,37,6,6,1
438,5370,2015-12-29,1,182,0.91,100,6,0,0,0,7,3,3,0,0,2,2,1,15,1,1,1,4,0,0,1,4,0,0,1,4,2,2,0,8,2,2,0,18,1,1,0,41,2,2,1
439,5376,2015-12-29,1,184,0.92,100,6,0,0,0,8,2,2,0,0,2,2,1,13,3,3,1,4,0,0,1,4,0,0,1,5,1,1,0,10,0,0,0,17,2,2,0,42,1,1,1
