S/N,Joined Proctor on,Bootcamp,Score,% Score,% Completed,M1-S1 Correct,M1-S1 Wrong,M1-S1 Tries,M1-S2 Tries,M2-S1 Correct,M2-S1 Wrong,M2-S1 Tries,M2-S2 Tries,M3-S1 Correct,M3-S1 Wrong,M3-S1 Tries,M3-S2 Tries,M4-S1 Correct,M4-S1 Wrong,M4-S1 Tries,M4-S2 Tries,M5-S1 Correct,M5-S1 Wrong,M5-S1 Tries,M5-S2 Tries,M6-S1 Correct,M6-S1 Wrong,M6-S1 Tries,M6-S2 Tries,M7-S1 Correct,M7-S1 Wrong,M7-S1 Tries,M7-S2 Tries,M8-S1 Correct,M8-S1 Wrong,M8-S1 Tries,M8-S2 Tries,M9-S1 Correct,M9-S1 Wrong,M9-S1 Tries,M9-S2 Tries,M10-S1 Correct,M10-S1 Wrong,M10-S1 Tries,M10-S2 Tries
5965,2016-02-19,TRUE,183,91.50%,100,4,2,2,0,9,1,1,0,0,2,2,1,13,3,3,1,4,0,0,1,4,0,0,2,6,0,0,0,9,1,1,0,19,0,0,0,41,2,2,1
6000,2016-02-19,FALSE,186,93.00%,100,6,0,0,0,10,0,0,0,0,2,2,1,14,2,2,1,4,0,0,1,4,0,0,1,5,1,1,0,8,2,2,0,19,0,0,0,41,2,2,1
6001,2016-02-19,TRUE,167,83.50%,100,5,1,1,0,6,4,4,0,0,3,3,1,11,5,5,1,4,0,0,1,4,0,0,1,4,2,2,0,5,5,5,0,16,3,3,0,38,5,5,1
6003,2016-02-19,TRUE,177,88.50%,100,6,0,0,0,10,0,0,0,0,0,0,1,15,1,1,12,3,1,1,1,4,0,0,1,5,1,1,0,8,2,2,0,19,0,0,0,41,2,2,1
6005,2016-02-19,FALSE,159,79.50%,100,2,4,4,0,9,1,1,0,0,0,0,1,14,2,2,1,4,0,0,16,3,1,0,2,4,2,2,0,7,3,3,0,16,3,3,0,39,4,4,1
6013,2016-02-19,FALSE,187,93.50%,100,6,0,0,0,8,2,2,0,0,2,2,1,15,1,1,1,4,0,0,3,4,0,0,1,5,1,1,0,10,0,0,0,19,0,0,0,43,0,0,1
6014,2016-02-19,TRUE,172,86.00%,100,5,1,1,0,5,5,5,0,0,3,3,1,14,2,2,1,4,0,0,2,4,0,0,2,3,3,3,0,8,2,2,0,18,1,1,0,39,4,4,1
6024,2016-02-19,TRUE,180,90.00%,100,6,0,0,0,7,3,3,0,0,3,3,1,16,0,0,1,4,0,0,1,4,0,0,1,3,3,3,0,8,2,2,0,19,0,0,0,39,4,4,1
6025,2016-02-19,FALSE,168,84.00%,100,5,1,1,0,4,6,6,0,0,4,4,1,12,4,4,1,4,0,0,2,4,0,0,2,4,2,2,0,8,2,2,0,16,3,3,0,42,1,1,3
6026,2016-02-19,FALSE,182,91.00%,100,5,1,1,0,9,1,1,0,0,2,2,1,16,0,0,1,4,0,0,1,4,0,0,1,4,2,2,0,6,4,4,0,18,1,1,0,41,2,2,1
6041,2016-02-19,FALSE,179,89.50%,100,5,1,1,0,6,4,4,0,0,0,0,1,14,2,2,1,4,0,0,1,4,0,0,1,5,1,1,0,9,1,1,0,16,3,3,0,39,4,4,1
6045,2016-02-29,FALSE,178,89.00%,100,5,1,1,0,8,2,2,0,0,1,1,1,16,0,0,1,4,0,0,9,4,0,0,1,6,0,0,0,9,1,1,0,18,1,1,0,40,3,3,1
6046,2016-02-19,FALSE,161,80.50%,100,5,1,1,0,8,2,2,0,0,3,3,1,10,6,6,1,4,0,0,1,4,0,0,1,3,3,3,0,7,3,3,0,16,3,3,0,30,13,13,1
6049,2016-02-19,FALSE,186,93.00%,100,6,0,0,0,8,2,2,0,0,0,0,1,14,2,2,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,17,2,2,0,40,3,3,1
6060,2016-02-19,FALSE,164,82.00%,100,5,1,1,0,5,5,5,0,0,3,3,2,12,4,4,2,3,1,1,1,4,0,0,1,3,3,3,0,7,3,3,0,16,3,3,0,37,6,6,1
6061,2016-02-19,FALSE,179,89.50%,100,5,1,1,0,7,3,3,0,0,4,4,1,16,0,0,1,4,0,0,1,4,0,0,1,5,1,1,0,9,1,1,0,17,2,2,0,39,4,4,1
6064,2016-02-19,FALSE,181,90.50%,100,5,1,1,0,6,4,4,0,0,1,1,1,14,2,2,1,4,0,0,1,4,0,0,1,4,2,2,0,9,1,1,0,19,0,0,0,40,3,3,1
6065,2016-02-29,FALSE,171,85.50%,100,4,2,2,0,3,7,7,0,0,2,2,1,13,3,3,6,4,0,0,2,4,0,0,1,5,1,1,0,9,1,1,0,18,1,1,0,42,1,1,1
6110,2016-02-29,FALSE,168,84.00%,100,4,2,2,0,6,4,4,0,0,2,2,1,15,1,1,1,4,0,0,4,3,1,0,1,4,2,2,0,6,4,4,0,14,5,5,0,40,3,3,1
6123,2016-02-19,FALSE,182,91.00%,100,6,0,0,0,5,5,5,0,0,2,2,1,16,0,0,1,4,0,0,1,3,1,0,1,4,2,2,0,10,0,0,0,18,1,1,0,41,2,2,1
6133,2016-02-29,FALSE,167,83.50%,100,5,1,1,0,7,3,3,0,0,5,5,1,13,3,3,1,3,1,1,1,3,1,0,1,5,1,1,0,6,4,4,0,18,1,1,0,35,8,8,1
6135,2016-02-29,FALSE,166,83.00%,100,6,0,0,0,10,0,0,0,0,1,1,1,15,1,1,1,4,0,0,21,4,0,0,1,5,1,1,0,10,0,0,0,17,2,2,0,39,4,4,1
6137,2016-02-29,TRUE,182,91.00%,100,5,1,1,0,5,5,5,0,0,0,0,1,15,1,1,1,4,0,0,1,4,0,0,1,6,0,0,0,9,1,1,0,16,3,3,0,41,2,2,1
6140,2016-02-19,FALSE,166,83.00%,100,5,1,1,0,6,4,4,0,0,0,0,1,12,4,4,1,4,0,0,1,4,0,0,1,2,4,4,0,7,3,3,0,16,3,3,0,34,9,9,2
6141,2016-02-19,FALSE,177,88.50%,100,4,2,2,0,8,2,2,0,0,2,2,2,12,4,4,1,4,0,0,2,4,0,0,1,5,1,1,0,8,2,2,0,17,2,2,0,42,1,1,1
6142,2016-02-29,FALSE,182,91.00%,100,5,1,1,0,8,2,2,0,0,1,1,1,14,2,2,1,4,0,0,1,4,0,0,1,4,2,2,0,8,2,2,0,19,0,0,0,40,3,3,1
6144,2016-02-19,FALSE,179,89.50%,100,5,1,1,0,10,0,0,0,0,0,0,1,16,0,0,1,3,1,1,1,4,0,0,1,3,3,3,0,10,0,0,0,18,1,1,0,33,10,10,1
6146,2016-02-29,FALSE,172,86.00%,100,4,2,2,0,9,1,1,0,0,1,1,1,15,1,1,1,4,0,0,2,4,0,0,1,2,4,4,0,6,4,4,0,15,4,4,0,38,5,5,1
6147,2016-02-19,FALSE,171,85.50%,100,6,0,0,0,8,2,2,0,0,5,5,1,14,2,2,1,4,0,0,1,4,0,0,1,4,2,2,0,8,2,2,0,17,2,2,0,35,8,8,2
6149,2016-02-19,FALSE,179,89.50%,100,6,0,0,0,8,2,2,0,0,2,2,4,16,0,0,2,3,1,1,1,4,0,0,4,4,2,2,0,10,0,0,0,17,2,2,0,43,0,0,1
6155,2016-02-19,FALSE,156,78.00%,100,3,3,3,0,8,2,2,0,0,0,0,1,13,3,3,1,4,0,0,7,4,0,0,1,2,4,4,0,6,4,4,0,14,5,5,0,31,12,12,1
6161,2016-02-19,FALSE,168,84.00%,100,4,2,2,0,4,6,6,0,0,3,3,1,12,4,4,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,18,1,1,0,32,11,11,1
6255,2016-03-25,FALSE,184,92.00%,100,5,1,1,0,8,2,2,0,0,2,2,1,16,0,0,1,4,0,0,2,3,1,0,1,5,1,1,0,10,0,0,0,19,0,0,0,40,3,3,1
6256,2016-03-21,FALSE,169,84.50%,100,5,1,1,0,9,1,1,0,0,1,1,2,10,6,6,1,4,0,0,3,4,0,0,1,3,3,3,0,7,3,3,0,16,3,3,0,40,3,3,3
6266,2016-03-21,FALSE,183,91.50%,100,5,1,1,0,9,1,1,0,0,1,1,3,15,1,1,1,4,0,0,1,4,0,0,1,5,1,1,0,7,3,3,0,19,0,0,0,41,2,2,1
6297,2016-03-21,FALSE,165,82.50%,100,6,0,0,0,9,1,1,0,0,3,3,3,12,4,4,1,4,0,0,3,3,1,0,1,4,2,2,0,8,2,2,0,17,2,2,0,34,9,9,3
6639,2016-02-19,FALSE,190,95.00%,100,6,0,0,0,9,1,1,0,0,3,3,1,16,0,0,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,19,0,0,0,42,1,1,1
6839,2015-12-29,FALSE,174,87.00%,100,8,0,0,0,7,3,3,1,0,2,2,1,7,3,3,1,5,2,2,1,3,2,0,2,4,1,1,0,6,3,3,0,14,0,0,0,25,3,3,1
6855,2016-07-11,FALSE,157,78.50%,100,7,1,1,0,9,1,1,1,0,0,0,21,7,3,3,1,7,0,0,3,5,0,0,1,4,1,1,0,7,2,2,0,14,0,0,0,24,4,4,4
6868,2016-05-16,FALSE,175,87.50%,100,8,0,0,0,8,2,2,1,0,1,1,5,8,2,2,1,7,0,0,1,3,2,0,1,5,0,0,0,7,2,2,0,13,1,1,0,24,4,4,2
6869,2016-08-29,FALSE,140,70.00%,100,8,0,0,0,9,1,1,3,0,0,0,40,8,2,2,1,6,1,1,1,3,2,0,1,4,1,1,0,9,0,0,0,13,1,1,0,25,3,3,3
6871,2016-04-11,FALSE,173,86.50%,100,7,1,1,0,9,1,1,10,0,3,3,1,8,2,2,1,7,0,0,1,4,1,0,1,5,0,0,0,8,1,1,0,14,0,0,0,25,3,3,1
6872,2016-08-29,FALSE,168,84.00%,100,8,0,0,0,7,3,3,1,0,3,3,1,6,4,4,1,5,2,2,1,2,3,0,1,5,0,0,0,8,1,1,0,13,1,1,0,26,2,2,8
6875,2016-02-19,FALSE,178,89.00%,100,7,1,1,0,7,3,3,1,0,2,2,1,7,3,3,1,7,0,0,1,3,2,0,1,5,0,0,0,9,0,0,0,13,1,1,0,24,4,4,1
6876,2016-09-02,FALSE,160,80.00%,100,6,2,2,0,6,4,4,1,0,5,5,1,3,7,7,1,5,2,2,1,4,1,0,1,5,0,0,0,3,6,6,0,11,3,3,0,24,4,4,1
6879,2016-07-11,FALSE,169,84.50%,100,7,1,1,0,6,4,4,1,0,2,2,1,7,3,3,1,7,0,0,2,2,3,0,1,3,2,2,0,8,1,1,0,12,2,2,0,22,6,6,1
6881,2016-08-29,FALSE,176,88.00%,100,7,1,1,0,9,1,1,1,0,0,0,1,6,4,4,1,7,0,0,1,3,2,0,1,4,1,1,0,8,1,1,0,13,1,1,0,23,5,5,3
6882,2015-12-29,FALSE,165,82.50%,100,7,1,1,0,7,3,3,1,0,4,4,1,4,6,6,1,5,2,2,1,3,2,0,1,4,1,1,0,7,2,2,0,14,0,0,0,20,8,8,1
6883,2016-05-05,FALSE,176,88.00%,100,8,0,0,0,9,1,1,1,0,0,0,1,6,4,4,1,7,0,0,1,3,2,0,1,5,0,0,0,6,3,3,0,12,2,2,0,23,5,5,2
6884,2016-05-16,FALSE,158,79.00%,100,7,1,1,0,5,5,5,1,0,4,4,1,4,6,6,1,6,1,1,1,2,3,0,1,2,3,3,0,5,4,4,0,8,6,6,0,25,3,3,1
6885,2015-12-29,FALSE,160,80.00%,100,7,1,1,0,5,5,5,1,0,4,4,1,4,6,6,1,3,4,4,1,4,1,0,1,2,3,3,0,6,3,3,0,11,3,3,0,24,4,4,1
6886,2016-03-21,TRUE,153,76.50%,100,7,1,1,0,3,7,7,1,0,5,5,1,4,6,6,1,6,1,1,1,2,3,0,1,3,2,2,0,4,5,5,0,9,5,5,0,22,6,6,1
6887,2016-09-05,FALSE,111,55.50%,100,8,0,0,0,4,6,6,1,0,3,3,32,6,4,4,16,7,0,0,1,2,3,0,1,4,1,1,0,5,4,4,0,13,1,1,0,23,5,5,11
6888,2016-08-29,FALSE,177,88.50%,100,8,0,0,0,8,2,2,1,0,3,3,2,6,4,4,1,7,0,0,2,5,0,0,1,4,1,1,0,8,1,1,0,12,2,2,0,26,2,2,1
6890,2015-12-29,TRUE,178,89.00%,100,8,0,0,0,9,1,1,1,0,0,0,1,6,4,4,1,7,0,0,1,3,2,0,1,5,0,0,0,6,3,3,0,13,1,1,0,23,5,5,1
6892,2016-08-29,FALSE,167,83.50%,100,8,0,0,0,8,2,2,2,0,1,1,1,8,2,2,1,6,1,1,1,3,2,0,1,5,0,0,0,7,2,2,0,14,0,0,0,24,4,4,13
6893,2016-05-16,TRUE,169,84.50%,100,8,0,0,0,6,4,4,1,0,1,1,1,5,5,5,1,6,1,1,1,3,2,0,1,3,2,2,0,6,3,3,0,12,2,2,0,24,4,4,2
6895,2015-12-29,FALSE,97,48.50%,100,8,0,0,0,6,4,4,1,0,3,3,70,3,7,7,2,7,0,0,1,3,2,0,1,4,1,1,0,8,1,1,0,12,2,2,0,22,6,6,2
6896,2016-09-05,FALSE,161,80.50%,100,7,1,1,0,7,3,3,1,0,2,2,1,3,7,7,1,6,1,1,1,4,1,0,1,3,2,2,0,6,3,3,0,10,4,4,0,19,9,9,1
6899,2016-07-11,FALSE,172,86.00%,100,8,0,0,0,9,1,1,1,0,0,0,1,7,3,3,3,7,0,0,1,3,2,0,1,4,1,1,0,7,2,2,0,14,0,0,0,25,3,3,9
6900,2016-05-04,FALSE,165,82.50%,100,7,1,1,0,8,2,2,3,0,3,3,1,7,3,3,1,7,0,0,1,4,1,0,1,5,0,0,0,7,2,2,0,14,0,0,0,26,2,2,14
6901,2016-08-29,FALSE,166,83.00%,100,8,0,0,0,9,1,1,1,0,1,1,7,6,4,4,1,7,0,0,1,3,2,0,1,5,0,0,0,6,3,3,0,13,1,1,0,25,3,3,8
6902,2016-08-29,FALSE,139,69.50%,100,8,0,0,0,7,3,3,1,0,2,2,30,8,2,2,1,5,2,2,1,5,0,0,1,3,2,2,0,6,3,3,0,14,0,0,0,22,6,6,7
6905,2016-05-16,FALSE,156,78.00%,100,8,0,0,0,6,4,4,2,0,1,1,20,8,2,2,1,7,0,0,1,5,0,0,1,5,0,0,0,7,2,2,0,13,1,1,0,22,6,6,3
6907,2015-12-29,TRUE,146,73.00%,100,7,1,1,0,5,5,5,1,0,4,4,24,7,3,3,2,7,0,0,1,4,1,0,1,5,0,0,0,8,1,1,0,12,2,2,0,21,7,7,1
6908,2016-08-29,FALSE,155,77.50%,100,7,1,1,0,2,8,8,1,0,3,3,1,3,7,7,1,6,1,1,1,2,3,0,1,4,1,1,0,4,5,5,0,10,4,4,0,22,6,6,1
6910,2016-07-11,FALSE,145,72.50%,100,8,0,0,0,7,3,3,2,0,2,2,1,6,4,4,2,6,1,1,1,4,1,0,1,5,0,0,0,5,4,4,0,12,2,2,0,25,3,3,28
6914,2016-07-24,FALSE,167,83.50%,100,7,1,1,0,8,2,2,1,0,1,1,1,7,3,3,7,7,0,0,1,4,1,0,4,5,0,0,0,8,1,1,0,12,2,2,0,24,4,4,4
6915,2016-09-02,FALSE,163,81.50%,100,8,0,0,0,7,3,3,1,0,0,0,1,5,5,5,2,7,0,0,14,3,2,0,1,4,1,1,0,6,3,3,0,14,0,0,0,25,3,3,1
6918,2016-02-19,FALSE,167,83.50%,100,8,0,0,0,9,1,1,2,0,3,3,1,4,6,6,1,5,2,2,1,4,1,0,1,2,3,3,0,8,1,1,0,12,2,2,0,21,7,7,1
6921,2016-07-11,FALSE,165,82.50%,100,7,1,1,0,8,2,2,1,0,2,2,1,7,3,3,1,7,0,0,1,3,2,0,4,3,2,2,0,8,1,1,0,11,3,3,0,22,6,6,5
6922,2015-12-29,FALSE,160,80.00%,100,4,4,4,0,6,4,4,1,0,3,3,1,5,5,5,1,4,3,3,1,1,4,0,1,3,2,2,0,7,2,2,0,12,2,2,0,23,5,5,1
6923,2016-02-19,TRUE,169,84.50%,100,6,2,2,0,7,3,3,1,0,4,4,1,5,5,5,1,6,1,1,1,4,1,0,1,5,0,0,0,5,4,4,0,11,3,3,0,26,2,2,1
6924,2016-09-02,FALSE,153,76.50%,100,7,1,1,0,5,5,5,1,0,1,1,1,2,8,8,6,5,2,2,6,3,2,0,1,4,1,1,0,9,0,0,0,12,2,2,0,26,2,2,8
6926,2016-02-19,FALSE,176,88.00%,100,8,0,0,0,7,3,3,1,0,2,2,1,7,3,3,1,6,1,1,1,2,3,0,1,4,1,1,0,6,3,3,0,13,1,1,0,27,1,1,1
6927,2016-09-02,FALSE,175,87.50%,100,8,0,0,0,9,1,1,4,0,1,1,1,8,2,2,1,7,0,0,1,3,2,0,1,4,1,1,0,4,5,5,0,14,0,0,0,26,2,2,3
6928,2015-12-29,FALSE,163,81.50%,100,7,1,1,0,9,1,1,1,0,0,0,11,7,3,3,1,5,2,2,1,1,4,0,1,4,1,1,0,8,1,1,0,13,1,1,0,25,3,3,5
6930,2016-07-11,FALSE,170,85.00%,100,6,2,2,0,8,2,2,1,0,3,3,1,7,3,3,1,6,1,1,1,3,2,0,1,4,1,1,0,6,3,3,0,14,0,0,0,24,4,4,4
6931,2016-07-11,FALSE,173,86.50%,100,6,2,2,0,7,3,3,1,0,0,0,5,10,0,0,2,7,0,0,1,3,2,0,1,3,2,2,0,7,2,2,0,13,1,1,0,24,4,4,1
6933,2016-07-24,FALSE,169,84.50%,100,7,1,1,0,5,5,5,2,0,2,2,1,8,2,2,2,7,0,0,1,4,1,0,1,3,2,2,0,7,2,2,0,12,2,2,0,23,5,5,2
6934,2016-07-11,FALSE,169,84.50%,100,8,0,0,0,5,5,5,1,0,4,4,1,7,3,3,1,7,0,0,1,4,1,0,1,5,0,0,0,7,2,2,0,14,0,0,0,24,4,4,7
6936,2016-07-11,FALSE,168,84.00%,100,7,1,1,0,6,4,4,1,0,4,4,2,8,2,2,2,6,1,1,1,3,2,0,1,5,0,0,0,7,2,2,0,10,4,4,0,24,4,4,1
6938,2016-05-20,TRUE,115,57.50%,100,8,0,0,0,8,2,2,15,0,1,1,1,8,2,2,21,6,1,1,16,3,2,0,3,3,2,2,0,7,2,2,0,13,1,1,0,24,4,4,12
6939,2016-02-19,FALSE,143,71.50%,100,8,0,0,0,9,1,1,1,0,1,1,34,6,4,4,2,7,0,0,1,3,2,0,1,4,1,1,0,6,3,3,0,12,2,2,0,25,3,3,1
6941,2016-08-29,FALSE,141,70.50%,100,5,3,3,0,2,8,8,1,0,2,2,1,4,6,6,1,5,2,2,1,2,3,0,1,2,3,3,0,4,5,5,0,8,6,6,0,13,15,15,1
6943,2016-02-29,TRUE,160,80.00%,100,7,1,1,0,7,3,3,1,0,4,4,1,6,4,4,1,6,1,1,1,1,4,0,1,4,1,1,0,5,4,4,0,10,4,4,0,21,7,7,2
6948,2016-05-06,FALSE,165,82.50%,100,8,0,0,0,6,4,4,1,0,4,4,3,8,2,2,1,7,0,0,1,3,2,0,4,3,2,2,0,6,3,3,0,12,2,2,0,23,5,5,1
6949,2015-12-29,FALSE,163,81.50%,100,7,1,1,0,9,1,1,1,0,2,2,2,7,3,3,12,6,1,1,1,4,1,0,1,4,1,1,0,7,2,2,0,12,2,2,0,23,5,5,1
6951,2016-08-29,FALSE,165,82.50%,100,6,2,2,0,4,6,6,2,0,4,4,1,7,3,3,1,6,1,1,1,3,2,0,1,4,1,1,0,7,2,2,0,13,1,1,0,22,6,6,1
6954,2016-05-06,FALSE,183,91.50%,100,8,0,0,0,10,0,0,1,0,1,1,1,7,3,3,1,7,0,0,1,3,2,0,1,5,0,0,0,8,1,1,0,13,1,1,0,25,3,3,1
6955,2016-05-06,FALSE,175,87.50%,100,8,0,0,0,5,5,5,1,0,1,1,1,8,2,2,1,6,1,1,1,4,1,0,1,5,0,0,0,6,3,3,0,13,1,1,0,23,5,5,1
6958,2015-12-29,FALSE,179,89.50%,100,8,0,0,0,10,0,0,1,0,1,1,1,7,3,3,1,6,1,1,1,4,1,0,1,3,2,2,0,6,3,3,0,13,1,1,0,25,3,3,1
6963,2016-08-29,FALSE,174,87.00%,100,7,1,1,0,7,3,3,1,0,1,1,1,7,3,3,1,7,0,0,1,1,4,0,1,4,1,1,0,7,2,2,0,11,3,3,0,26,2,2,1
6965,2016-05-06,FALSE,164,82.00%,100,7,1,1,0,4,6,6,1,0,1,1,1,5,5,5,1,5,2,2,2,4,1,0,5,5,0,0,0,5,4,4,0,12,2,2,0,25,3,3,1
6966,2016-03-22,FALSE,174,87.00%,100,8,0,0,0,9,1,1,1,0,3,3,1,6,4,4,1,7,0,0,1,3,2,0,1,4,1,1,0,9,0,0,0,13,1,1,0,24,4,4,5
6968,2015-12-29,FALSE,147,73.50%,100,7,1,1,0,6,4,4,1,0,2,2,18,8,2,2,7,6,1,1,1,3,2,0,1,2,3,3,0,7,2,2,0,12,2,2,0,24,4,4,2
6976,2016-09-03,FALSE,173,86.50%,100,8,0,0,0,7,3,3,1,0,0,0,10,8,2,2,1,7,0,0,1,4,1,0,1,4,1,1,0,7,2,2,0,14,0,0,0,26,2,2,2
6977,2016-08-29,FALSE,171,85.50%,100,8,0,0,0,7,3,3,1,0,2,2,1,6,4,4,1,5,2,2,1,3,2,0,1,2,3,3,0,7,2,2,0,13,1,1,0,24,4,4,1
6983,2016-06-02,FALSE,173,86.50%,100,8,0,0,0,8,2,2,1,0,2,2,1,6,4,4,1,5,2,2,1,4,1,0,1,3,2,2,0,6,3,3,0,12,2,2,0,25,3,3,1
6984,2015-12-29,FALSE,152,76.00%,100,4,4,4,0,6,4,4,2,0,2,2,1,4,6,6,1,5,2,2,3,4,1,0,1,3,2,2,0,2,7,7,0,9,5,5,0,22,6,6,1
6988,2016-08-29,FALSE,177,88.50%,100,8,0,0,0,8,2,2,2,0,2,2,2,7,3,3,1,7,0,0,2,4,1,0,2,4,1,1,0,8,1,1,0,14,0,0,0,25,3,3,1
6989,2015-12-29,FALSE,172,86.00%,100,8,0,0,0,8,2,2,3,0,2,2,3,7,3,3,1,7,0,0,1,4,1,0,1,4,1,1,0,8,1,1,0,14,0,0,0,24,4,4,5
6993,2016-06-21,FALSE,176,88.00%,100,8,0,0,0,9,1,1,1,0,0,0,12,9,1,1,1,7,0,0,1,4,1,0,1,5,0,0,0,8,1,1,0,14,0,0,0,25,3,3,1
6994,2015-12-29,FALSE,174,87.00%,100,6,2,2,0,6,4,4,1,0,1,1,1,5,5,5,1,6,1,1,1,5,0,0,1,5,0,0,0,8,1,1,0,13,1,1,0,26,2,2,4
6999,2016-08-29,FALSE,164,82.00%,100,6,2,2,0,7,3,3,1,0,3,3,1,5,5,5,1,5,2,2,1,2,3,0,1,5,0,0,0,7,2,2,0,10,4,4,0,22,6,6,1
7002,2016-02-22,FALSE,153,76.50%,100,6,2,2,0,5,5,5,1,0,4,4,1,4,6,6,3,1,6,6,1,3,2,0,1,3,2,2,0,7,2,2,0,10,4,4,0,23,5,5,2
7003,2016-09-08,FALSE,182,91.00%,100,8,0,0,0,8,2,2,1,0,0,0,1,8,2,2,3,6,1,1,1,3,2,0,1,5,0,0,0,8,1,1,0,14,0,0,0,26,2,2,1
7010,2016-09-03,FALSE,176,88.00%,100,8,0,0,0,8,2,2,1,0,3,3,1,7,3,3,1,7,0,0,1,3,2,0,1,4,1,1,0,8,1,1,0,14,0,0,0,22,6,6,1
7017,2016-05-07,FALSE,160,80.00%,100,6,2,2,0,7,3,3,1,0,4,4,1,6,4,4,1,6,1,1,1,2,3,0,1,2,3,3,0,4,5,5,0,13,1,1,0,23,5,5,4
7019,2015-12-29,FALSE,160,80.00%,100,7,1,1,0,4,6,6,1,0,3,3,1,4,6,6,1,3,4,4,1,5,0,0,1,4,1,1,0,5,4,4,0,11,3,3,0,22,6,6,1
7029,2015-12-29,FALSE,177,88.50%,100,8,0,0,0,7,3,3,1,0,2,2,1,6,4,4,1,7,0,0,1,2,3,0,1,4,1,1,0,8,1,1,0,13,1,1,0,26,2,2,1
7032,2016-08-29,FALSE,182,91.00%,100,8,0,0,0,10,0,0,1,0,1,1,4,7,3,3,1,7,0,0,1,4,1,0,1,5,0,0,0,8,1,1,0,13,1,1,0,26,2,2,1
7036,2016-08-29,FALSE,163,81.50%,100,6,2,2,0,7,3,3,1,0,3,3,1,6,4,4,1,7,0,0,1,4,1,0,1,4,1,1,0,4,5,5,0,9,5,5,0,22,6,6,2
7037,2015-12-29,FALSE,142,71.00%,100,7,1,1,0,6,4,4,2,0,1,1,1,5,5,5,1,6,1,1,7,4,1,0,1,5,0,0,0,6,3,3,0,14,0,0,0,24,4,4,26
7038,2016-09-16,FALSE,168,84.00%,100,8,0,0,0,6,4,4,1,0,4,4,1,6,4,4,1,6,1,1,1,3,2,0,1,4,1,1,0,6,3,3,0,14,0,0,0,22,6,6,2
7041,2016-05-23,FALSE,159,79.50%,100,8,0,0,0,7,3,3,1,0,3,3,19,5,5,5,1,7,0,0,1,4,1,0,1,5,0,0,0,7,2,2,0,14,0,0,0,25,3,3,1
7044,2016-02-22,FALSE,166,83.00%,100,6,2,2,0,5,5,5,1,0,2,2,1,5,5,5,1,6,1,1,1,4,1,0,1,2,3,3,0,5,4,4,0,14,0,0,0,23,5,5,1
7050,2015-12-29,FALSE,167,83.50%,100,7,1,1,0,4,6,6,1,0,3,3,1,6,4,4,1,7,0,0,1,3,2,0,1,5,0,0,0,5,4,4,0,11,3,3,0,24,4,4,1
7051,2015-12-29,FALSE,174,87.00%,100,7,1,1,0,7,3,3,1,0,2,2,1,8,2,2,1,6,1,1,1,5,0,0,1,4,1,1,0,5,4,4,0,13,1,1,0,23,5,5,1
7053,2016-01-04,FALSE,177,88.50%,100,8,0,0,0,8,2,2,1,0,2,2,1,7,3,3,1,6,1,1,1,5,0,0,1,5,0,0,0,6,3,3,0,14,0,0,0,23,5,5,2
7059,2016-08-29,FALSE,172,86.00%,100,7,1,1,0,8,2,2,1,0,0,0,6,6,4,4,1,7,0,0,1,5,0,0,1,5,0,0,0,7,2,2,0,13,1,1,0,24,4,4,4
7060,2016-08-29,FALSE,165,82.50%,100,7,1,1,0,7,3,3,1,0,3,3,1,5,5,5,1,5,2,2,1,2,3,0,1,5,0,0,0,9,0,0,0,14,0,0,0,24,4,4,9
7064,2016-06-23,FALSE,166,83.00%,100,8,0,0,0,6,4,4,1,0,4,4,1,7,3,3,1,6,1,1,1,1,4,0,1,4,1,1,0,6,3,3,0,12,2,2,0,22,6,6,1
7065,2016-08-29,FALSE,159,79.50%,100,8,0,0,0,4,6,6,1,0,3,3,1,5,5,5,3,5,2,2,1,3,2,0,1,5,0,0,0,5,4,4,0,8,6,6,0,23,5,5,1
7071,2016-02-25,FALSE,176,88.00%,100,8,0,0,0,7,3,3,1,0,1,1,9,7,3,3,1,7,0,0,1,3,2,0,1,5,0,0,0,9,0,0,0,14,0,0,0,27,1,1,1
7073,2015-12-29,FALSE,152,76.00%,100,5,3,3,0,4,6,6,1,0,3,3,1,6,4,4,2,5,2,2,1,3,2,0,1,3,2,2,0,6,3,3,0,9,5,5,0,18,10,10,2
7074,2016-03-28,FALSE,176,88.00%,100,8,0,0,0,8,2,2,1,0,1,1,1,8,2,2,1,6,1,1,1,5,0,0,1,3,2,2,0,6,3,3,0,13,1,1,0,22,6,6,1
7076,2016-06-13,FALSE,161,80.50%,100,8,0,0,0,4,6,6,7,0,3,3,2,7,3,3,1,5,2,2,1,2,3,0,1,5,0,0,0,7,2,2,0,12,2,2,0,23,5,5,1
